suggestion_id,content_masked,topic_label,pain_score,pain_score_new
3009,tôi muôn đổi số điện thoại mới tại vì sô cũ đang đăng nhập của mình đã được người khác dùng và không thể sử dụng được . tôi sợ người khác sẽ lấy số điện thoại này để đánh cắp tiền trong tài khoản này,Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
3789,"Hãy bổ sung thêm phần thay đổi thông tin số điện thoại cũ, cập nhật số điện thoại mới cho tài khoảng. Vì một số trường hợp ngưng sử dụng số điện thoại cũ thì sẻ không được thực hiện việc xác nhận bằng mã OTP bằng số điện thoại cũ nữa. Hãy cho phép thay đổi số điện thoại cũ để được sử dụng thông tin tài khoảng cũ của khách hàng ",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
3852,"chắc là hẹn momo thêm 2-5 ngày nữa tất toán ! và tôi sẽ quên dịch vụ hỗ trợ vốn này ! bên cho vay gọi điện mình trả lời alo alo , rồi tắt ngang máy ko nói chuyện được ! rồi sau đó nhắn tin kiểu côn đồ ! ",Cụm 0: Gọi / Điện / Thoại,0.65,0.21429197007683445
3908,"dùng 4G là bank tiền load không được 
mong cải tiến hơn",Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
3982,momo yêu cầu mail sinh viên có đuôi .edu mới được. nhưng 1 số trường nước ngoài/liên kết nước ngoài không có mail đuôi .edu. Do tôi học trường UK nên đuôi ac.uk thì không thẻ đăng kí mặc dù vẫn là sinh viên,Cụm 0: Gọi / Điện / Thoại,0.0,0.21429197007683445
1454,tôi đã trả ví trả sau và đã rút lại hạn thanh toán tháng 5/3 mà sao nhân viên gọi tôi và người thân tôi vậy,Cụm 0: Gọi / Điện / Thoại,0.35,0.18467170654064485
2030,"Có thể chỉ dùng mã PIN được không , có thể có nhiều người Việt Nam đang sinh sống và làm việc tại nước ngoài nhờ người thân đăng kí và như vậy sẽ cảm thấy bất tiện",Cụm 0: Gọi / Điện / Thoại,0.35,0.18467170654064485
2114,Hạn chế gọi nhiều khi chưa đến hạn,Cụm 0: Gọi / Điện / Thoại,0.35,0.18467170654064485
2263,"gói thanh toán chưa tới hạn bên mình gọi nói chuyện khó nghe, chưa kịp để phản hồi tắt máy ",Cụm 0: Gọi / Điện / Thoại,0.35,0.18467170654064485
2559,chưa đến hạn cứ gọi hối là sao đã trả còn gọi điện đm,Cụm 0: Gọi / Điện / Thoại,0.35,0.18467170654064485
2840,Báo ngày 04 đến hạn mà gọi loạn hết cho cả người thân nhắc nợ. Bất lịch sự. cần thay đổi,Cụm 0: Gọi / Điện / Thoại,0.35,0.18467170654064485
3064,đang chuẩn bị đóng tiền cái nhân viên gọi um sùm gọi cả ngừoi thân nay mới ngày 2? làm việc kiểu gì vậy. đề suất làm việc lại vs nhân viên đòi nợ có sđt này của mcredit : [PHONE] ,Cụm 0: Gọi / Điện / Thoại,0.35,0.18467170654064485
1873,mình thấy nên gửi zalo hay tin nhắn các vấn đề trả chậm trước khi gọi điện,Cụm 0: Gọi / Điện / Thoại,0.65,0.1780031259021009
1889,"Tôi không nhớ tên bạn nhân viên đã gọi cho tôi từ sáng , nhưng nhắc cho hệ thống được biết , dù các bạn là ngân hàng chính thống tàu lậu hay là cái quái gì cũng được . nhưng tôi không thích cái thái độ phục vụ chăm sóc khách hàng của các bạn . các bạn nói các bạn chính thống ? mà các bạn ăn nói với khách hàng như vậy sao ? nên nhớ . chính những người vay như chúng tôi mới là người trả lương cho các bạn chứ không phải ngân hàng nào trả đâu . và chúng tôi . Vay mượn nợ App Ngân Hàng . chứ không có",Cụm 0: Gọi / Điện / Thoại,0.65,0.1780031259021009
2542,"CRM: Chào anh Vàng, em là Vy nhân viên Chăm Sóc Khách Hàng của MoMo, em có thể hỗ trợ vấn đề gì cho anh ạ?
CRM: Nếu cần hỗ trợ anh vui lòng phản hồi thêm thông tin giúp em nhé.Sau 2 phút không nhận được phản hồi thì phòng chat sẽ được đóng lại ạ.",Cụm 0: Gọi / Điện / Thoại,0.65,0.1780031259021009
2835,"Nên có thẻ vật lý để chạm thanh toán vào ví lun đỡ mỡ app, liên kết nhiều ngân hàng mà mỗi cái mỗi thẻ bất tiện ghê, hoặc momo nfc cũng dc chạm thanh toán khỏi có mạng lun",Cụm 0: Gọi / Điện / Thoại,0.65,0.1780031259021009
3604,chăm sóc khách hàng không hoạt động,Cụm 0: Gọi / Điện / Thoại,0.65,0.1780031259021009
125,chưa tới ngày đóng mà làm gì gọii điện thoại liên tục vậy?????,Cụm 0: Gọi / Điện / Thoại,0.35,0.1579159273670907
1748,còn 10 ngày mới đến hạn.  spam cuộc gọi nhắc nợ liên tục trong ngày. rất phản cảm,Cụm 0: Gọi / Điện / Thoại,0.35,0.1579159273670907
1872,Gọi nhắc miết. Như SPAM. 1 ngày gọi chục lần dù còn 7 ngày nữa mới đến hạn.,Cụm 0: Gọi / Điện / Thoại,0.0,0.1579159273670907
2078,"gọi điện ít thôi sau ngày trả tiền thì hẵng spam cuộc điện thoại, chúng mày spam liên tục tao nóng hết cả người",Cụm 0: Gọi / Điện / Thoại,0.35,0.1579159273670907
2236,nv thiếu  kiểm tra  cập Nhật kém . liên tục gọi điện nhắc thanh toán ví trả sau . dù đã thanh toán xong trước lâu r . nhưng vẫn điện đòi Hoài .,Cụm 0: Gọi / Điện / Thoại,0.35,0.1579159273670907
2261,"Đã thanh toán trước hạn 1 ngày.
tin nhắn Spam vẫn gửi chưa thanh toán, vi phạm hợp đồng.
Làm việc chán vc",Cụm 0: Gọi / Điện / Thoại,0.0,0.1579159273670907
2331,"tại sao chưa đén ngày mà gọi spam liên tục vậy nhờ bên momo liên hệ vay nhanh fast money dừng ngay hành đồng đó lại, nhắc 1 lần đã biết rồi đằng này gọi spam liên tục mặc dù chưa trả trễ tháng nào còn tháng này chưa tới ngày nữa. nhắc bên đó dùm nào đóng trễ hãy làm kiểu v đằng này ngày 8 mới đến hạn mà làm vạy hoài",Cụm 0: Gọi / Điện / Thoại,0.35,0.1579159273670907
2904,tôi đã trả ví trả sau sao gọi suốt ngày vậy,Cụm 0: Gọi / Điện / Thoại,0.0,0.1579159273670907
35,"tui chỉ xài được quà tặng về nạp tiền điện thoại và  mua sắm ở BHX, shop nếu Mo mo ko cho dc thì thôi đừng  cho cả đống những cái vô bổ như data , titok, dv grab , app store , điện nước, C.h play , các hoa đơn..., tui ko xài tới , yêu cầu gỡ bỏ hết mấy thứ vớ vẩn này! ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
46,đến quán để pick up rồi nhưng lúc đó nhân viên mới bắt đầu xác nhận đơn hàng và chuẩn bị đồ 🙂 nếu vậy thì qua trực tiếp mua cho nhanh chứ order trước làm gì 🙂,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
88,nên có báo trước 1 ngày trước khi hết hạn gói dùng thử và tự động thanh toán,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
135,"thẻ sinh viên của em ảnh thẻ nằm bên trái của thẻ nên không đúng form để đăng kí student pass ạ, MoMo có thể giúp em
được không ạ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
166,"nên có thêm nhiều mã giảm giá vs số tiền đc giảm lớn hơn cho dịch vụ nạp tiền điện thoại, thanh toán điện nước, combo data 5G",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
169,muốn đổi số điện thoại,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
205,đéo má thiếu 8 ngàn ăn 30 ngàn làm ăn thế dẹp mẹ cái app,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
221,liên kết sàn shopee,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
229,Tăng thời gian sử dụng voucher đa dịch vụ lên 10 - 15 ngày,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
241,thêm mã giảm điện,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
252,hỏi trước khi gia hạn hoặc thanh toán hoá đơn app,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
314,cần nhiều khuyến mại với hạn sử dụng lâu cho hoá đơn điện,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
347,chi tiêu giá tiền cao thì nên yêu cầu gửi OTP về sđt cho đảm bảo,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
356,"cần tạo thêm mục thay đổi thông tin tài khoản như tên tài khoản.
số điện thoại.
email.
giúp khách hàng chủ động cập nhật thay đổi thông tin ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
365,"Tôi muốn momo thay đổi được số điện thoại đăng ký tài khoản, vì số điện thoại cũ tôi đăng ký nhưng hiện giờ không dùng, tôi dùng số mới thì không thay đổi được buộc phải đăng ký tài khoản mới với sdt mới. Tôi thấy rất bất tiện. Mong momo cải thiện phần này cho khách hàng.",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
377,"chưa đến ngày trả vay gọi quài , chuyến này xong chả dám sài . gọi từ sáng đến khuya. ngày 20 30 cuộc",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
383,"Đối với dịch vụ kiểm tra phạt nguội, thường nội dung thông báo bắt đầu bằng ""Thông báo phạt nguội: Xe 01234... có/không có phát hiện phạt nguội..."" kể cả có hay không có phạt, dễ gây hiểu lầm là có phát sinh phạt nguội. App nên cân nhắc ghi rõ ngay đầu thông báo là ""Không phát hiện phạt nguội xe... "" để người dùng dễ nắm thông tin ngay, không phải mở app/mở notification ra xem kỹ nội dung sau đó. ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
384,"Thêm nhiều mã giảm siêu thị Go, Lotte và điện thoại data. ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
402,Bớt gọi lại vì Momo đã nhắc lịch thanh toán và có tin nhắn. Nhân viên gọi nhiều giọng khó nghe gây áp lực cho Khách hàng,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
421,nhiều code giảm giá data vào,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
437,tôi xin góp ý là đã không đồng ý cho khách hàng sử dụng đến ví dự phòng thì không lên báo số dư như vậy.ví dụ như của tôi báo ví dự phòng có 3 triệu nhưng có chỗ tôi sử dụng đâu. lên nếu đã không cho khách hàng sử dụng thì lên bỏ nó đi. ví trả sau nhìn thì cũng thấy ý nghĩa nhưng thực tế không có hiệu quả,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
444,nên hiện hạn sử dụng xu để người dùng có thể dễ dàng thao tác đổi xu để săn các mã giảm giá,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
448,không cần quét cccd,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
453,xóa tài khoản khoản online mà ko cần liên hệ phức tạp,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
476,đổi sđt nên app nên cập nhật số điện thoại mới thay cho số điện thoại cũ,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
498,Tôi muốn báo cáo doanh thu mỗi ngày lúc 17 giờ 30 phút,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
514,tôi muốn giảm phí thanh toán và bài đăng của tôi được phân phổi một cách nhanh chóng và công khai,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
546,tôi muốn thay đổi tài khoản khác ở số điện thoại này,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
552,sao vì trả sau ko đăng kí d,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
565,một người ( một số điện thoại) nên được hỗ trợ vay nhiều hơn 1 hợp đồng nếu họ có khả năng,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
571,"nên cảu thiện lại thái độ của nhân viên nhé.
đã tất toán nhưng vẫn gọi và nhắn tin kiểu bố láo để đòi thanh toán:))
",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
587,G4ACB@ [PHONE] ,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
609,Hãy giúp thêm chức năng tự động thanh toán nước luôn đi. Bên app ngân hàng có lâu rồi mà ví điện tử lại chưa nè.,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
611,Đề xuất tính năng cài đặt giờ tự động gửi thiệp giống gmail,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
645,tôi k muốn nân hạng mức ví trả sau nữa mà app cứ tự nân,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
687,đề xuất tính năng hỗ trợ thay đổi ngày tháng năm sinh . ví dụ như người dùng có 1 số điện thoại chính chủ họ bấm nhầm hoặc sau này có thay đổi ngày sinh trên cccd hoặc vvvv thì sao,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
755,"lãi suất quá cao , lần cuối tôi vay của cái app rẻ rách này",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
768,nhắc nhở người dùng trươc khi tự động thanh toán bằng appel pay,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
779,"xài rất lâu rồi , nhưng hạn mức vẫn 4tr không đủ đóng tiền điện chứ chưa nói đến các dịch vụ khác . ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
786,voucher nên tập trung vào điện thoại,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
789,Tại sao mạng internet viettel ko lưu và thông báo hoá đơn,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
854,"đã thanh toan , nhưng nhân viên vẫn nhắn tin báo chưa thanh toán . mình chưa hiểu lắm",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
878,"bạn nên bỏ đi phần liên hệ ngay phần nội dung chuyển khoản, vị vướng",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
880,cho trẻ em 16 tuổi dùng không cần cân cước công dân,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
940,muốn thay đổi số điện thoại,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1003,"Momo nên cho thay đổi số điện thoại, vì khi mất sim, không đổi số được. Ảnh hưởng đến rất nhiều thứ. Ví dụ như, ví trả sau, vay nhanh. Đang sử dụng như thế. Mà đổi tài khoản mới, xoá số hiện tại đang liên kết thì mất trắng. Thật sự rất bất tiện về vấn đề này",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1007,quà tặng nạp tiền điện thoại quá ít,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1062,"Chưa tới ngày thanh toán, mà điện nhắc nhở từ 5 ngày trước. Người ta trả chứ có quỵt đâu mà điện hơn trốn nợ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1064,ứng dụng chạy vẫn nặng máy hao pin,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1075, [PHONE]  day La ban tui cần vay tiêu dùng cho ngay tet,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1078,đã thanh toán ví trả sau nhưng nhân viên điện thoại mãi,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1121,trong danh menu tự đến lấy không có món chanh/chanh dây/tắc. đề nghị thêm vào cho cửa hàng gateway D2 quận 2.,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1124,"cần thêm chức năng in và tải về hoá đơn, bao gồm chi tiết số điện tiêu thụ trong tháng",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1160,"Vietcombank
 [NUMBER] 
KPUIH AN
 [PHONE] ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1182,"Mong các bạn thêm tính năng tắt âm báo của loa vào buổi tối, 00h-08h. Chỗ tôi sống hay mất điện về đêm, loa thông báo kêu rất to làm tôi mất ngủ.",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1184,"tôi thấy niên cho tải hình ảnh từ điện thoại để định danh, vì không phải ai cũng có khả năng để mua dt tốt, và có khả năng đi ra tới chỗ ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1225,thêm lựa chọn xoá tin nhắn đi,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1256,"
mất cccd
",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1290,"tôi muốn chụp màn hình dài màn thanh toán giao dịch điện nước , bao gồm cả thông tin kỳ đóng tiền tháng mấy. nhưng lúc chụp màn hình chưa xong thì đã hiện pop up che hết màn hình làm tôi không chụp được toàn bộ thông tin giao dịch. hơi bất tiện và bực mình nhé momo ơi",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1292,"Tôi cần tuỳ chỉnh được thời gian hiện thông báo này, vì lương 5h chiều mới có :))) báo buổi sáng thì không tiện mà đến tối về quên rồi ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1303,01MMTTT [PHONE] ,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1305,"neu liên kết ngân hàng ocb khác số điện thoại nhưng cùng họ tên chính chủ như vietcombank , MB .... thì quá tuyệt ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1317,ngày 5 hàng tháng mới chốt sao kê gọi điện suốt từ ngày 1 để làm gì người ta công việc rất nhiều chỉ cần gửi thông báo là người ta biết đâu hết số này rồi số khác không thấy mệt hả tháng nào chẳng đóng đúng hẹn đầy đủ gọi chỉ cần gửi thông báo là biết rồi,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1321,thanh toán online trên cooponline,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1342,dịch vụ và app dở quá. giáo dịch 1 thời gian là chán.,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1346,chức năng gia hạn tự động bảo hiểm oto nên tự add thêm thẻ ưu đãi vào. tôi bị lỡ mất rồi,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1355,Thêm hạn mức nạp điện thoại 5.000đ nữa là đẹp.,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1365,"ê nha gửi tin nhắn như vậy, vào xem thì sau khi nạp phải trả phí dịch vụ 30k, tổng là 40k. Tự nhiên phải mất gấp 4 lần tiền để nạp đúng 10k. Cần giải thích trước khi ngừng sử dụng ứng dụng hoàn toàn. ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1376,chưa từng biết mình chọn bộ lọc gì và cái gì đang áp dụng lun 🥲 giao diện quá khó xài xin hãy cho trả lại lsgd quỹ nhóm cũ với ạ.,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1378,điểm cicb sao mình không để thêm nút cập nhật lại điểm để có thể chính xác thông tin hơn cho các dịch vụ liên quan. nếu hết lượt miễn phí có thể gợi ý trả phí gì đó nếu khách có nhu cầu,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1394,thêm nhiều nhiệm vụ thanh toán quét mã tại các cửa hàng đối tác để kiếm xu nha,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1407,"Dịch vụ rất tốt, nhưng đôi khi hơi lâu do mạng ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1410,cần thêm ít khuyến mại điện và điện thoại,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1442,tôi cần chức năng xóa bạn đề xuất này,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1444,nên thêm nút xoá tài khoản,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1451,nêo cập nhật nhìu mã khuyến mãi giảm giá như mua thẻ cào điện thoại vv,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1458,cần nhiều chương trình khuyến mãi để dành thành toán hoá đơn điện nước Internet…,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1479,Vé xe khách - Booking vé không giống với thông tin đã đặt trước đó,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1490,thêm nhiều mã giảm giá cho bảo hiểm y tế ạ,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1494,cho nhiều mã giảm giá đt,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1514,"đề xuất ý tưởng của tôi thấy vẫn chưa đc thực hiện , liên kết hợp tác các mã giảm của chuỗi trà sữa nhiều hơn ! ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1520,Mong xu áp giảm trực tiếp được cho tất cả dịch vụ.,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1552,nên cho xem chi tiết khí từ chối thanh toán Google,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1569,khi đăng nhập tài khoản ở một thiết bị khác cần xác nhận khuôn mặt và không xác nhận bằng otp tránh trường hợp bị người khác dùng tai khoản mình để liên kết rút tiền,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1594,chờ mãi mà ko cho sử dụng vì trả sau gì cả,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1638,"tới hạn trong ngày sẽ đóng mà nhân viên chửi khách hàng , bôi nhọ khách hàng , nói ko ra gì, nên xem xét lại đi nha ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1700,Nên có chức năng tra cứu những cửa hàng gần đây chấp nhận thanh toán bằng vts,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1759,Vì trả sao cho chuyển khoản luôn đi với quét mả,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1765,phần này phải có mục để KH thanh toán luôn. giờ copy mã KH cũng ko đc. rất bất tiện,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1769,Nhắc hàng tháng vào ngày gần đến hạn thanh toán các ứng dụng của App Store,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1781,Muốn thay đổi số điện thoại chính chủ khác,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1812,không biết dùng hết bao nhiêu số điện và hệ số điện sinh hoạt bao nhiêu nhân với bao nhiêu 1 số,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1820,mình gửi đầy đủ đoạn trao đổi tin nhắn từ phản hồi lần trước ạ,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1855,nhiều ưu đãi nạp điện thoại nhé,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1857,tôi muốn liên kết số điện thoại,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1866,liên kết shopee,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1940,cần thêm nhiều mã giảm giá ở các quán hiện tại mã đang hạn chế Ko dùng dc,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1961,b ơi đổi lại thông tin số điện thoại nàh cho mình với,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1980,đừng tự ý gia hạn gói khách hàng đã từng đăng kí nữa,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1991,"Ví tra sau ít quá 
 [PHONE] 
",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1992,"che toàn bộ thế này sao user biết thông tin đã tích hợp là mới hay cũ??? UI UX ntn là rất dở...
bây giờ tôi có 2 tài khoản mà mất 1 sim thì biết đóng tài khoản nào?",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
1996,"đặt trên app nhưng đến nơi vẫn phải xếp hàng để xác nhận đơn như đặt trực tiếp tại quầy, lấy thẻ và chờ ? khác với những lần trước sẽ có máy khu vực xác nhận đơn online riêng",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2005,tôi cần nhiều mã giảm giá từ phê la,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2008,chưa tới ngày nhân viên đòi nợ nói chuyện khó nghe,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2023,Mình nghĩ khi keyboard active lên vẫn nên giữ các shortcut chuyển tiền bên dưới ạ. Hôm qua mình muốn chuyển tiền qua chat nhma tìm mãi k có cách chuyển vì keyboard đang active nên mất shortcut,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2031,tôi bị gọi điện chửi khi tới ngày thanh toán. Tôi tưởng là ban cho vay nặng lãi dí không,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2037,thêm mã giảm giá nạp điện thoại,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2047,"nhân viên MCredit gọi điện nhắc đóng tiền không tôn trọng khách hàng, nói chuyện rất bố láo",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2071,Hạn chế hiển thị nội dung không liên quán đến thanh toán,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2089,thêm cái ngày giờ chị tiết giao dịch như 03/03/2026 chứ để 18 ngày trước làm phải tính ra nữa,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2155,"HD Sài Gòn,,,tư vấn nhân viên bên nhắc nợ dùm he,,,khi nào khách hàng đóng trể thì có quyền đòi nợ he,,, còn chưa tới ngày thì nhấc nợ he,,,, kêu đóng trước ngày có bớt tôi 1 ngàn nào ko,,,14 tây là đúng ngày,,8,,9,,, nhắc nợ thì ko nói,,, bấc buộc phải đóng trước ngày,,,, rồi quay qua hâm he,,, phạt tiền này kia,,,khi nào đóng trể thì muốn làm gì làm,,,,",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2162,nên có chức năng xác nhận khi muốn đổi xu. tôi vài lần bị đổi nhầm,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2168,tôi muốn đổi số điện thoại mới do đã mất số cũ,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2205,tui đã đóng tiền momo ví trả sau rồi sao mà chứ điện thoại tui kêu dóng hoài vậy,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2228,mong có thêm ưu đãi nạp thẻ điện thoại,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2229,Đề nghị cải thiện tốc độ tải trang và thanh toán mỗi lần tôi mở lên để thanh toán đợi rất lâu và rất bất tiện cho người đợi ở phía sau tôi khi đi mua đồ hay đổ xăng,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2276,"tôi cần nhiều mã khuyên mãi của các nhà cung cấp ít nhất 3,4 lần 1 tháng ",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2282,tôi muốn đổi số tài khoản vì sim ko chính chủ phải làm mong app cập nhật thêm,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2301,nên yêu cầu ứng nhập mã bảo mật trước khi giao dịch  thanh toán những ứng dụng liên kết ví . mới bị trường hợp app liên kết tự đặt đơn hàng khi đang chọn và thanh toán luôn qua ví .,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2322,pin lúc lên ứng dụng nóng lắm ạ,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2370,Thêm voucher đổi nạp điện thoại và thanh toan điện,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2374,ứng dụng gây hao pin và nóng máy,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2426,chưa đến ngày đóng tiền thì gọi nhắc? trong khi search thông tin thì không hiển thị bảo chờ đúng ngày,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2429,ccccd [NUMBER] ,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2434,điện thoại mở quá,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2441,ngày 11 e mới đến hạn thanh toán mà hnay đã có số gọi,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2463,đề xuất ghi chỉ số điện lên để biết gd monhf xài được bao nhiêu kw điện,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2464,"cho thêm voucher apple store đi, mình dùng apple mà cứ cho voucher ch play mãi sao mà dùng",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2477,nên hỏi người trước khi tự động thanh toán,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2498,Đừng có hiện pop up này nữa. 100/100 lần tồi gửi xác nhận thanh toán thôi,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2507,"khi thanh toán tự động qua các ứng dụng trên google hay appstore, khi người dùng vô tình để ví trả sau tự động trả trong khi không có nhu cầu dùng. user đc đơn hoàn tiền từ goôgle hoặc appstore thì ví trả sau nên consider không tính phí dịch vụ auto 30k. quá tào lao",Cụm 0: Gọi / Điện / Thoại,0.0,0.0
2510,đề xuất hỗ trợ thêm tính năng nạp tiền điện thoại giá giao động từ 3-5k,Cụm 0: Gọi / Điện / Thoại,0.0,0.0
